id, gid,price,comment,intro,shop, listimga1, listimga2, listimga3, listimga4, listimga5, listimga6,listimgb1,listimgb2,listimgb3,listimgb4,listimgb5,listimgb6,detailimgb1,detailimgb2,detailimgb3,detailimgb4,detailimgb5,detailimgb6,detailimgs1,detailimgs2,detailimgs3,detailimgs4,detailimgs5,detailimgs6,detailimga1,detailimga2,detailimga3,detailimga4,detailimga5,detailimga6
59,59,1299.00 ,0,"荣耀（honor）荣耀10青春版 标配版 4GB+64GB 全网通版 幻夜黑

幻彩渐变，2400万AI自拍，6.21英寸23",自营荣耀官方旗舰店,../img/l3a-tu1.jpg,../img/l3a-tu2.jpg,../img/l3a-tu3.jpg,../img/l3a-tu4.jpg,,,../img/l3b-tu1.jpg,../img/l3b-tu2.jpg,../img/l3b-tu3.jpg,../img/l3b-tu4.jpg,,,../img/d3b-tu1.jpg,../img/d3b-tu2.jpg,../img/d3b-tu3.jpg,../img/d3b-tu4.jpg,../img/d3b-tu5.jpg,../img/d3b-tu6.jpg,../img/d3s-tu1.jpg,../img/d3s-tu2.jpg,../img/d3s-tu3.jpg,../img/d3s-tu4.jpg,../img/d3s-tu5.jpg,../img/d3s-tu6.jpg,../img/d3a-tu1.jpg,../img/d3a-tu2.jpg,../img/d3a-tu3.jpg,../img/d3a-tu4.jpg,../img/d3a-tu5.jpg,../img/d3a-tu6.jpg
60,60,5388.00 ,0,"Apple iPhone XR 128G 珊瑚色 移动联通电信4G手机

“哪一面都是亮点”iPhone XR配备6.15",国美Apple产品专营点,../img/l4a-tu1.jpg,../img/l4a-tu2.jpg,../img/l4a-tu3.jpg,../img/l4a-tu4.jpg,../img/l4a-tu5.jpg,../img/l4a-tu6.jpg,../img/l4b-tu1.jpg,../img/l4b-tu2.jpg,../img/l4b-tu3.jpg,../img/l4b-tu4.jpg,../img/l4b-tu5.jpg,../img/l4b-tu6.jpg,../img/d4b-tu1.jpg,../img/d4b-tu2.jpg,../img/d4b-tu3.jpg,../img/d4b-tu4.jpg,../img/d4b-tu5.jpg,,../img/d4s-tu1.jpg,../img/d4s-tu2.jpg,../img/d4s-tu3.jpg,../img/d4s-tu4.jpg,../img/d4s-tu5.jpg,,../img/d4a-tu1.jpg,../img/d4a-tu2.jpg,../img/d4a-tu3.jpg,../img/d4a-tu4.jpg,../img/d4a-tu5.jpg,
61,61,8788.00 ,0,"Apple iPhone XS Max 256G 银色 移动联通电信4G手机

iPhone XS Max配备6.20英寸显示屏，",国美Apple产品专营店,../img/l1a-tu1.jpg,../img/l1a-tu2.jpg,../img/l1a-tu3.jpg,,,,../img/l1b-tu1.jpg,../img/l1b-tu2.jpg,../img/l1b-tu3.jpg,,,,../img/d1b-tu1.jpg,../img/d1b-tu2.jpg,../img/d1b-tu3.jpg,../img/d1b-tu4.jpg,../img/d1b-tu5.jpg,,../img/d1s-tu1.jpg,../img/d1s-tu2.jpg,../img/d1s-tu3.jpg,../img/d1s-tu4.jpg,../img/d1s-tu5.jpg,,../img/d1a-tu1.jpg,../img/d1a-tu2.jpg,../img/d1a-tu3.jpg,../img/d1a-tu4.jpg,../img/d1a-tu5.jpg,
62,62,1899.00 ,0,"荣耀（honor）荣耀8X (JSN-AL00)全网通6GB+128GB梦幻紫

拥有106%屏占比，破界无边的开阔视",自营荣耀官方旗舰店,../img/l2a-tu1.jpg,../img/l2a-tu2.jpg,../img/l2a-tu3.jpg,../img/l2a-tu4.jpg,../img/l2a-tu5.jpg,,../img/l2b-tu1.jpg,../img/l2b-tu2.jpg,../img/l2b-tu3.jpg,../img/l2b-tu4.jpg,../img/l2b-tu5.jpg,,../img/d2b-tu1.jpg,../img/d2b-tu2.jpg,../img/d2b-tu3.jpg,../img/d2b-tu4.jpg,../img/d2b-tu5.jpg,,../img/d2s-tu1.jpg,../img/d2s-tu2.jpg,../img/d2s-tu3.jpg,../img/d2s-tu4.jpg,../img/d2s-tu5.jpg,,../img/d2a-tu1.jpg,../img/d2a-tu2.jpg,../img/d2a-tu3.jpg,../img/d2a-tu4.jpg,../img/d2a-tu5.jpg,
63,63,1299.00 ,0,"荣耀（honor）荣耀10青春版 标配版 4GB+64GB 全网通版 幻夜黑

幻彩渐变，2400万AI自拍，6.21英寸24",自营荣耀官方旗舰店,../img/l3a-tu1.jpg,../img/l3a-tu2.jpg,../img/l3a-tu3.jpg,../img/l3a-tu4.jpg,,,../img/l3b-tu1.jpg,../img/l3b-tu2.jpg,../img/l3b-tu3.jpg,../img/l3b-tu4.jpg,,,../img/d3b-tu1.jpg,../img/d3b-tu2.jpg,../img/d3b-tu3.jpg,../img/d3b-tu4.jpg,../img/d3b-tu5.jpg,../img/d3b-tu6.jpg,../img/d3s-tu1.jpg,../img/d3s-tu2.jpg,../img/d3s-tu3.jpg,../img/d3s-tu4.jpg,../img/d3s-tu5.jpg,../img/d3s-tu6.jpg,../img/d3a-tu1.jpg,../img/d3a-tu2.jpg,../img/d3a-tu3.jpg,../img/d3a-tu4.jpg,../img/d3a-tu5.jpg,../img/d3a-tu6.jpg
64,64,5388.00 ,0,"Apple iPhone XR 128G 珊瑚色 移动联通电信4G手机

“哪一面都是亮点”iPhone XR配备6.16",国美Apple产品专营点,../img/l4a-tu1.jpg,../img/l4a-tu2.jpg,../img/l4a-tu3.jpg,../img/l4a-tu4.jpg,../img/l4a-tu5.jpg,../img/l4a-tu6.jpg,../img/l4b-tu1.jpg,../img/l4b-tu2.jpg,../img/l4b-tu3.jpg,../img/l4b-tu4.jpg,../img/l4b-tu5.jpg,../img/l4b-tu6.jpg,../img/d4b-tu1.jpg,../img/d4b-tu2.jpg,../img/d4b-tu3.jpg,../img/d4b-tu4.jpg,../img/d4b-tu5.jpg,,../img/d4s-tu1.jpg,../img/d4s-tu2.jpg,../img/d4s-tu3.jpg,../img/d4s-tu4.jpg,../img/d4s-tu5.jpg,,../img/d4a-tu1.jpg,../img/d4a-tu2.jpg,../img/d4a-tu3.jpg,../img/d4a-tu4.jpg,../img/d4a-tu5.jpg,
65,65,8788.00 ,0,"Apple iPhone XS Max 256G 银色 移动联通电信4G手机

iPhone XS Max配备6.21英寸显示屏，",国美Apple产品专营店,../img/l1a-tu1.jpg,../img/l1a-tu2.jpg,../img/l1a-tu3.jpg,,,,../img/l1b-tu1.jpg,../img/l1b-tu2.jpg,../img/l1b-tu3.jpg,,,,../img/d1b-tu1.jpg,../img/d1b-tu2.jpg,../img/d1b-tu3.jpg,../img/d1b-tu4.jpg,../img/d1b-tu5.jpg,,../img/d1s-tu1.jpg,../img/d1s-tu2.jpg,../img/d1s-tu3.jpg,../img/d1s-tu4.jpg,../img/d1s-tu5.jpg,,../img/d1a-tu1.jpg,../img/d1a-tu2.jpg,../img/d1a-tu3.jpg,../img/d1a-tu4.jpg,../img/d1a-tu5.jpg,
66,66,1899.00 ,0,"荣耀（honor）荣耀8X (JSN-AL00)全网通6GB+128GB梦幻紫

拥有107%屏占比，破界无边的开阔视",自营荣耀官方旗舰店,../img/l2a-tu1.jpg,../img/l2a-tu2.jpg,../img/l2a-tu3.jpg,../img/l2a-tu4.jpg,../img/l2a-tu5.jpg,,../img/l2b-tu1.jpg,../img/l2b-tu2.jpg,../img/l2b-tu3.jpg,../img/l2b-tu4.jpg,../img/l2b-tu5.jpg,,../img/d2b-tu1.jpg,../img/d2b-tu2.jpg,../img/d2b-tu3.jpg,../img/d2b-tu4.jpg,../img/d2b-tu5.jpg,,../img/d2s-tu1.jpg,../img/d2s-tu2.jpg,../img/d2s-tu3.jpg,../img/d2s-tu4.jpg,../img/d2s-tu5.jpg,,../img/d2a-tu1.jpg,../img/d2a-tu2.jpg,../img/d2a-tu3.jpg,../img/d2a-tu4.jpg,../img/d2a-tu5.jpg,
67,67,1299.00 ,0,"荣耀（honor）荣耀10青春版 标配版 4GB+64GB 全网通版 幻夜黑

幻彩渐变，2400万AI自拍，6.21英寸25",自营荣耀官方旗舰店,../img/l3a-tu1.jpg,../img/l3a-tu2.jpg,../img/l3a-tu3.jpg,../img/l3a-tu4.jpg,,,../img/l3b-tu1.jpg,../img/l3b-tu2.jpg,../img/l3b-tu3.jpg,../img/l3b-tu4.jpg,,,../img/d3b-tu1.jpg,../img/d3b-tu2.jpg,../img/d3b-tu3.jpg,../img/d3b-tu4.jpg,../img/d3b-tu5.jpg,../img/d3b-tu6.jpg,../img/d3s-tu1.jpg,../img/d3s-tu2.jpg,../img/d3s-tu3.jpg,../img/d3s-tu4.jpg,../img/d3s-tu5.jpg,../img/d3s-tu6.jpg,../img/d3a-tu1.jpg,../img/d3a-tu2.jpg,../img/d3a-tu3.jpg,../img/d3a-tu4.jpg,../img/d3a-tu5.jpg,../img/d3a-tu6.jpg
68,68,5388.00 ,0,"Apple iPhone XR 128G 珊瑚色 移动联通电信4G手机

“哪一面都是亮点”iPhone XR配备6.17",国美Apple产品专营点,../img/l4a-tu1.jpg,../img/l4a-tu2.jpg,../img/l4a-tu3.jpg,../img/l4a-tu4.jpg,../img/l4a-tu5.jpg,../img/l4a-tu6.jpg,../img/l4b-tu1.jpg,../img/l4b-tu2.jpg,../img/l4b-tu3.jpg,../img/l4b-tu4.jpg,../img/l4b-tu5.jpg,../img/l4b-tu6.jpg,../img/d4b-tu1.jpg,../img/d4b-tu2.jpg,../img/d4b-tu3.jpg,../img/d4b-tu4.jpg,../img/d4b-tu5.jpg,,../img/d4s-tu1.jpg,../img/d4s-tu2.jpg,../img/d4s-tu3.jpg,../img/d4s-tu4.jpg,../img/d4s-tu5.jpg,,../img/d4a-tu1.jpg,../img/d4a-tu2.jpg,../img/d4a-tu3.jpg,../img/d4a-tu4.jpg,../img/d4a-tu5.jpg,
69,69,8788.00 ,0,"Apple iPhone XS Max 256G 银色 移动联通电信4G手机

iPhone XS Max配备6.22英寸显示屏，",国美Apple产品专营店,../img/l1a-tu1.jpg,../img/l1a-tu2.jpg,../img/l1a-tu3.jpg,,,,../img/l1b-tu1.jpg,../img/l1b-tu2.jpg,../img/l1b-tu3.jpg,,,,../img/d1b-tu1.jpg,../img/d1b-tu2.jpg,../img/d1b-tu3.jpg,../img/d1b-tu4.jpg,../img/d1b-tu5.jpg,,../img/d1s-tu1.jpg,../img/d1s-tu2.jpg,../img/d1s-tu3.jpg,../img/d1s-tu4.jpg,../img/d1s-tu5.jpg,,../img/d1a-tu1.jpg,../img/d1a-tu2.jpg,../img/d1a-tu3.jpg,../img/d1a-tu4.jpg,../img/d1a-tu5.jpg,
70,70,1899.00 ,0,"荣耀（honor）荣耀8X (JSN-AL00)全网通6GB+128GB梦幻紫

拥有108%屏占比，破界无边的开阔视",自营荣耀官方旗舰店,../img/l2a-tu1.jpg,../img/l2a-tu2.jpg,../img/l2a-tu3.jpg,../img/l2a-tu4.jpg,../img/l2a-tu5.jpg,,../img/l2b-tu1.jpg,../img/l2b-tu2.jpg,../img/l2b-tu3.jpg,../img/l2b-tu4.jpg,../img/l2b-tu5.jpg,,../img/d2b-tu1.jpg,../img/d2b-tu2.jpg,../img/d2b-tu3.jpg,../img/d2b-tu4.jpg,../img/d2b-tu5.jpg,,../img/d2s-tu1.jpg,../img/d2s-tu2.jpg,../img/d2s-tu3.jpg,../img/d2s-tu4.jpg,../img/d2s-tu5.jpg,,../img/d2a-tu1.jpg,../img/d2a-tu2.jpg,../img/d2a-tu3.jpg,../img/d2a-tu4.jpg,../img/d2a-tu5.jpg,
71,71,1299.00 ,0,"荣耀（honor）荣耀10青春版 标配版 4GB+64GB 全网通版 幻夜黑

幻彩渐变，2400万AI自拍，6.21英寸26",自营荣耀官方旗舰店,../img/l3a-tu1.jpg,../img/l3a-tu2.jpg,../img/l3a-tu3.jpg,../img/l3a-tu4.jpg,,,../img/l3b-tu1.jpg,../img/l3b-tu2.jpg,../img/l3b-tu3.jpg,../img/l3b-tu4.jpg,,,../img/d3b-tu1.jpg,../img/d3b-tu2.jpg,../img/d3b-tu3.jpg,../img/d3b-tu4.jpg,../img/d3b-tu5.jpg,../img/d3b-tu6.jpg,../img/d3s-tu1.jpg,../img/d3s-tu2.jpg,../img/d3s-tu3.jpg,../img/d3s-tu4.jpg,../img/d3s-tu5.jpg,../img/d3s-tu6.jpg,../img/d3a-tu1.jpg,../img/d3a-tu2.jpg,../img/d3a-tu3.jpg,../img/d3a-tu4.jpg,../img/d3a-tu5.jpg,../img/d3a-tu6.jpg
72,72,5388.00 ,0,"Apple iPhone XR 128G 珊瑚色 移动联通电信4G手机

“哪一面都是亮点”iPhone XR配备6.18",国美Apple产品专营点,../img/l4a-tu1.jpg,../img/l4a-tu2.jpg,../img/l4a-tu3.jpg,../img/l4a-tu4.jpg,../img/l4a-tu5.jpg,../img/l4a-tu6.jpg,../img/l4b-tu1.jpg,../img/l4b-tu2.jpg,../img/l4b-tu3.jpg,../img/l4b-tu4.jpg,../img/l4b-tu5.jpg,../img/l4b-tu6.jpg,../img/d4b-tu1.jpg,../img/d4b-tu2.jpg,../img/d4b-tu3.jpg,../img/d4b-tu4.jpg,../img/d4b-tu5.jpg,,../img/d4s-tu1.jpg,../img/d4s-tu2.jpg,../img/d4s-tu3.jpg,../img/d4s-tu4.jpg,../img/d4s-tu5.jpg,,../img/d4a-tu1.jpg,../img/d4a-tu2.jpg,../img/d4a-tu3.jpg,../img/d4a-tu4.jpg,../img/d4a-tu5.jpg,
73,73,8788.00 ,0,"Apple iPhone XS Max 256G 银色 移动联通电信4G手机

iPhone XS Max配备6.23英寸显示屏，",国美Apple产品专营店,../img/l1a-tu1.jpg,../img/l1a-tu2.jpg,../img/l1a-tu3.jpg,,,,../img/l1b-tu1.jpg,../img/l1b-tu2.jpg,../img/l1b-tu3.jpg,,,,../img/d1b-tu1.jpg,../img/d1b-tu2.jpg,../img/d1b-tu3.jpg,../img/d1b-tu4.jpg,../img/d1b-tu5.jpg,,../img/d1s-tu1.jpg,../img/d1s-tu2.jpg,../img/d1s-tu3.jpg,../img/d1s-tu4.jpg,../img/d1s-tu5.jpg,,../img/d1a-tu1.jpg,../img/d1a-tu2.jpg,../img/d1a-tu3.jpg,../img/d1a-tu4.jpg,../img/d1a-tu5.jpg,
74,74,1899.00 ,0,"荣耀（honor）荣耀8X (JSN-AL00)全网通6GB+128GB梦幻紫

拥有109%屏占比，破界无边的开阔视",自营荣耀官方旗舰店,../img/l2a-tu1.jpg,../img/l2a-tu2.jpg,../img/l2a-tu3.jpg,../img/l2a-tu4.jpg,../img/l2a-tu5.jpg,,../img/l2b-tu1.jpg,../img/l2b-tu2.jpg,../img/l2b-tu3.jpg,../img/l2b-tu4.jpg,../img/l2b-tu5.jpg,,../img/d2b-tu1.jpg,../img/d2b-tu2.jpg,../img/d2b-tu3.jpg,../img/d2b-tu4.jpg,../img/d2b-tu5.jpg,,../img/d2s-tu1.jpg,../img/d2s-tu2.jpg,../img/d2s-tu3.jpg,../img/d2s-tu4.jpg,../img/d2s-tu5.jpg,,../img/d2a-tu1.jpg,../img/d2a-tu2.jpg,../img/d2a-tu3.jpg,../img/d2a-tu4.jpg,../img/d2a-tu5.jpg,
75,75,1299.00 ,0,"荣耀（honor）荣耀10青春版 标配版 4GB+64GB 全网通版 幻夜黑

幻彩渐变，2400万AI自拍，6.21英寸27",自营荣耀官方旗舰店,../img/l3a-tu1.jpg,../img/l3a-tu2.jpg,../img/l3a-tu3.jpg,../img/l3a-tu4.jpg,,,../img/l3b-tu1.jpg,../img/l3b-tu2.jpg,../img/l3b-tu3.jpg,../img/l3b-tu4.jpg,,,../img/d3b-tu1.jpg,../img/d3b-tu2.jpg,../img/d3b-tu3.jpg,../img/d3b-tu4.jpg,../img/d3b-tu5.jpg,../img/d3b-tu6.jpg,../img/d3s-tu1.jpg,../img/d3s-tu2.jpg,../img/d3s-tu3.jpg,../img/d3s-tu4.jpg,../img/d3s-tu5.jpg,../img/d3s-tu6.jpg,../img/d3a-tu1.jpg,../img/d3a-tu2.jpg,../img/d3a-tu3.jpg,../img/d3a-tu4.jpg,../img/d3a-tu5.jpg,../img/d3a-tu6.jpg
76,76,5388.00 ,0,"Apple iPhone XR 128G 珊瑚色 移动联通电信4G手机

“哪一面都是亮点”iPhone XR配备6.19",国美Apple产品专营点,../img/l4a-tu1.jpg,../img/l4a-tu2.jpg,../img/l4a-tu3.jpg,../img/l4a-tu4.jpg,../img/l4a-tu5.jpg,../img/l4a-tu6.jpg,../img/l4b-tu1.jpg,../img/l4b-tu2.jpg,../img/l4b-tu3.jpg,../img/l4b-tu4.jpg,../img/l4b-tu5.jpg,../img/l4b-tu6.jpg,../img/d4b-tu1.jpg,../img/d4b-tu2.jpg,../img/d4b-tu3.jpg,../img/d4b-tu4.jpg,../img/d4b-tu5.jpg,,../img/d4s-tu1.jpg,../img/d4s-tu2.jpg,../img/d4s-tu3.jpg,../img/d4s-tu4.jpg,../img/d4s-tu5.jpg,,../img/d4a-tu1.jpg,../img/d4a-tu2.jpg,../img/d4a-tu3.jpg,../img/d4a-tu4.jpg,../img/d4a-tu5.jpg,
77,77,8788.00 ,0,"Apple iPhone XS Max 256G 银色 移动联通电信4G手机

iPhone XS Max配备6.24英寸显示屏，",国美Apple产品专营店,../img/l1a-tu1.jpg,../img/l1a-tu2.jpg,../img/l1a-tu3.jpg,,,,../img/l1b-tu1.jpg,../img/l1b-tu2.jpg,../img/l1b-tu3.jpg,,,,../img/d1b-tu1.jpg,../img/d1b-tu2.jpg,../img/d1b-tu3.jpg,../img/d1b-tu4.jpg,../img/d1b-tu5.jpg,,../img/d1s-tu1.jpg,../img/d1s-tu2.jpg,../img/d1s-tu3.jpg,../img/d1s-tu4.jpg,../img/d1s-tu5.jpg,,../img/d1a-tu1.jpg,../img/d1a-tu2.jpg,../img/d1a-tu3.jpg,../img/d1a-tu4.jpg,../img/d1a-tu5.jpg,
78,78,1899.00 ,0,"荣耀（honor）荣耀8X (JSN-AL00)全网通6GB+128GB梦幻紫

拥有110%屏占比，破界无边的开阔视",自营荣耀官方旗舰店,../img/l2a-tu1.jpg,../img/l2a-tu2.jpg,../img/l2a-tu3.jpg,../img/l2a-tu4.jpg,../img/l2a-tu5.jpg,,../img/l2b-tu1.jpg,../img/l2b-tu2.jpg,../img/l2b-tu3.jpg,../img/l2b-tu4.jpg,../img/l2b-tu5.jpg,,../img/d2b-tu1.jpg,../img/d2b-tu2.jpg,../img/d2b-tu3.jpg,../img/d2b-tu4.jpg,../img/d2b-tu5.jpg,,../img/d2s-tu1.jpg,../img/d2s-tu2.jpg,../img/d2s-tu3.jpg,../img/d2s-tu4.jpg,../img/d2s-tu5.jpg,,../img/d2a-tu1.jpg,../img/d2a-tu2.jpg,../img/d2a-tu3.jpg,../img/d2a-tu4.jpg,../img/d2a-tu5.jpg,
79,79,1299.00 ,0,"荣耀（honor）荣耀10青春版 标配版 4GB+64GB 全网通版 幻夜黑

幻彩渐变，2400万AI自拍，6.21英寸28",自营荣耀官方旗舰店,../img/l3a-tu1.jpg,../img/l3a-tu2.jpg,../img/l3a-tu3.jpg,../img/l3a-tu4.jpg,,,../img/l3b-tu1.jpg,../img/l3b-tu2.jpg,../img/l3b-tu3.jpg,../img/l3b-tu4.jpg,,,../img/d3b-tu1.jpg,../img/d3b-tu2.jpg,../img/d3b-tu3.jpg,../img/d3b-tu4.jpg,../img/d3b-tu5.jpg,../img/d3b-tu6.jpg,../img/d3s-tu1.jpg,../img/d3s-tu2.jpg,../img/d3s-tu3.jpg,../img/d3s-tu4.jpg,../img/d3s-tu5.jpg,../img/d3s-tu6.jpg,../img/d3a-tu1.jpg,../img/d3a-tu2.jpg,../img/d3a-tu3.jpg,../img/d3a-tu4.jpg,../img/d3a-tu5.jpg,../img/d3a-tu6.jpg
80,80,5388.00 ,0,"Apple iPhone XR 128G 珊瑚色 移动联通电信4G手机

“哪一面都是亮点”iPhone XR配备6.20",国美Apple产品专营点,../img/l4a-tu1.jpg,../img/l4a-tu2.jpg,../img/l4a-tu3.jpg,../img/l4a-tu4.jpg,../img/l4a-tu5.jpg,../img/l4a-tu6.jpg,../img/l4b-tu1.jpg,../img/l4b-tu2.jpg,../img/l4b-tu3.jpg,../img/l4b-tu4.jpg,../img/l4b-tu5.jpg,../img/l4b-tu6.jpg,../img/d4b-tu1.jpg,../img/d4b-tu2.jpg,../img/d4b-tu3.jpg,../img/d4b-tu4.jpg,../img/d4b-tu5.jpg,,../img/d4s-tu1.jpg,../img/d4s-tu2.jpg,../img/d4s-tu3.jpg,../img/d4s-tu4.jpg,../img/d4s-tu5.jpg,,../img/d4a-tu1.jpg,../img/d4a-tu2.jpg,../img/d4a-tu3.jpg,../img/d4a-tu4.jpg,../img/d4a-tu5.jpg,
81,81,8788.00 ,0,"Apple iPhone XS Max 256G 银色 移动联通电信4G手机

iPhone XS Max配备6.25英寸显示屏，",国美Apple产品专营店,../img/l1a-tu1.jpg,../img/l1a-tu2.jpg,../img/l1a-tu3.jpg,,,,../img/l1b-tu1.jpg,../img/l1b-tu2.jpg,../img/l1b-tu3.jpg,,,,../img/d1b-tu1.jpg,../img/d1b-tu2.jpg,../img/d1b-tu3.jpg,../img/d1b-tu4.jpg,../img/d1b-tu5.jpg,,../img/d1s-tu1.jpg,../img/d1s-tu2.jpg,../img/d1s-tu3.jpg,../img/d1s-tu4.jpg,../img/d1s-tu5.jpg,,../img/d1a-tu1.jpg,../img/d1a-tu2.jpg,../img/d1a-tu3.jpg,../img/d1a-tu4.jpg,../img/d1a-tu5.jpg,
82,82,1899.00 ,0,"荣耀（honor）荣耀8X (JSN-AL00)全网通6GB+128GB梦幻紫

拥有111%屏占比，破界无边的开阔视",自营荣耀官方旗舰店,../img/l2a-tu1.jpg,../img/l2a-tu2.jpg,../img/l2a-tu3.jpg,../img/l2a-tu4.jpg,../img/l2a-tu5.jpg,,../img/l2b-tu1.jpg,../img/l2b-tu2.jpg,../img/l2b-tu3.jpg,../img/l2b-tu4.jpg,../img/l2b-tu5.jpg,,../img/d2b-tu1.jpg,../img/d2b-tu2.jpg,../img/d2b-tu3.jpg,../img/d2b-tu4.jpg,../img/d2b-tu5.jpg,,../img/d2s-tu1.jpg,../img/d2s-tu2.jpg,../img/d2s-tu3.jpg,../img/d2s-tu4.jpg,../img/d2s-tu5.jpg,,../img/d2a-tu1.jpg,../img/d2a-tu2.jpg,../img/d2a-tu3.jpg,../img/d2a-tu4.jpg,../img/d2a-tu5.jpg,
83,83,1299.00 ,0,"荣耀（honor）荣耀10青春版 标配版 4GB+64GB 全网通版 幻夜黑

幻彩渐变，2400万AI自拍，6.21英寸29",自营荣耀官方旗舰店,../img/l3a-tu1.jpg,../img/l3a-tu2.jpg,../img/l3a-tu3.jpg,../img/l3a-tu4.jpg,,,../img/l3b-tu1.jpg,../img/l3b-tu2.jpg,../img/l3b-tu3.jpg,../img/l3b-tu4.jpg,,,../img/d3b-tu1.jpg,../img/d3b-tu2.jpg,../img/d3b-tu3.jpg,../img/d3b-tu4.jpg,../img/d3b-tu5.jpg,../img/d3b-tu6.jpg,../img/d3s-tu1.jpg,../img/d3s-tu2.jpg,../img/d3s-tu3.jpg,../img/d3s-tu4.jpg,../img/d3s-tu5.jpg,../img/d3s-tu6.jpg,../img/d3a-tu1.jpg,../img/d3a-tu2.jpg,../img/d3a-tu3.jpg,../img/d3a-tu4.jpg,../img/d3a-tu5.jpg,../img/d3a-tu6.jpg
84,84,5388.00 ,0,"Apple iPhone XR 128G 珊瑚色 移动联通电信4G手机

“哪一面都是亮点”iPhone XR配备6.21",国美Apple产品专营点,../img/l4a-tu1.jpg,../img/l4a-tu2.jpg,../img/l4a-tu3.jpg,../img/l4a-tu4.jpg,../img/l4a-tu5.jpg,../img/l4a-tu6.jpg,../img/l4b-tu1.jpg,../img/l4b-tu2.jpg,../img/l4b-tu3.jpg,../img/l4b-tu4.jpg,../img/l4b-tu5.jpg,../img/l4b-tu6.jpg,../img/d4b-tu1.jpg,../img/d4b-tu2.jpg,../img/d4b-tu3.jpg,../img/d4b-tu4.jpg,../img/d4b-tu5.jpg,,../img/d4s-tu1.jpg,../img/d4s-tu2.jpg,../img/d4s-tu3.jpg,../img/d4s-tu4.jpg,../img/d4s-tu5.jpg,,../img/d4a-tu1.jpg,../img/d4a-tu2.jpg,../img/d4a-tu3.jpg,../img/d4a-tu4.jpg,../img/d4a-tu5.jpg,
85,85,8788.00 ,0,"Apple iPhone XS Max 256G 银色 移动联通电信4G手机

iPhone XS Max配备6.26英寸显示屏，",国美Apple产品专营店,../img/l1a-tu1.jpg,../img/l1a-tu2.jpg,../img/l1a-tu3.jpg,,,,../img/l1b-tu1.jpg,../img/l1b-tu2.jpg,../img/l1b-tu3.jpg,,,,../img/d1b-tu1.jpg,../img/d1b-tu2.jpg,../img/d1b-tu3.jpg,../img/d1b-tu4.jpg,../img/d1b-tu5.jpg,,../img/d1s-tu1.jpg,../img/d1s-tu2.jpg,../img/d1s-tu3.jpg,../img/d1s-tu4.jpg,../img/d1s-tu5.jpg,,../img/d1a-tu1.jpg,../img/d1a-tu2.jpg,../img/d1a-tu3.jpg,../img/d1a-tu4.jpg,../img/d1a-tu5.jpg,
86,86,1899.00 ,0,"荣耀（honor）荣耀8X (JSN-AL00)全网通6GB+128GB梦幻紫

拥有112%屏占比，破界无边的开阔视",自营荣耀官方旗舰店,../img/l2a-tu1.jpg,../img/l2a-tu2.jpg,../img/l2a-tu3.jpg,../img/l2a-tu4.jpg,../img/l2a-tu5.jpg,,../img/l2b-tu1.jpg,../img/l2b-tu2.jpg,../img/l2b-tu3.jpg,../img/l2b-tu4.jpg,../img/l2b-tu5.jpg,,../img/d2b-tu1.jpg,../img/d2b-tu2.jpg,../img/d2b-tu3.jpg,../img/d2b-tu4.jpg,../img/d2b-tu5.jpg,,../img/d2s-tu1.jpg,../img/d2s-tu2.jpg,../img/d2s-tu3.jpg,../img/d2s-tu4.jpg,../img/d2s-tu5.jpg,,../img/d2a-tu1.jpg,../img/d2a-tu2.jpg,../img/d2a-tu3.jpg,../img/d2a-tu4.jpg,../img/d2a-tu5.jpg,
87,87,1299.00 ,0,"荣耀（honor）荣耀10青春版 标配版 4GB+64GB 全网通版 幻夜黑

幻彩渐变，2400万AI自拍，6.21英寸30",自营荣耀官方旗舰店,../img/l3a-tu1.jpg,../img/l3a-tu2.jpg,../img/l3a-tu3.jpg,../img/l3a-tu4.jpg,,,../img/l3b-tu1.jpg,../img/l3b-tu2.jpg,../img/l3b-tu3.jpg,../img/l3b-tu4.jpg,,,../img/d3b-tu1.jpg,../img/d3b-tu2.jpg,../img/d3b-tu3.jpg,../img/d3b-tu4.jpg,../img/d3b-tu5.jpg,../img/d3b-tu6.jpg,../img/d3s-tu1.jpg,../img/d3s-tu2.jpg,../img/d3s-tu3.jpg,../img/d3s-tu4.jpg,../img/d3s-tu5.jpg,../img/d3s-tu6.jpg,../img/d3a-tu1.jpg,../img/d3a-tu2.jpg,../img/d3a-tu3.jpg,../img/d3a-tu4.jpg,../img/d3a-tu5.jpg,../img/d3a-tu6.jpg
